gene	family	Phylostratum
at5g06950	HOM000263	LandPlants
at5g06960	HOM000263	LandPlants
at5g06970	HOM000719	GreenPlants
at5g06980	HOM013400	Arabidopsis
at5g06990	HOM000442	LandPlants
at5g07000	HOM000207	GreenPlants
at5g07010	HOM000207	GreenPlants
at5g07020	HOM003781	LandPlants
at5g07030	HOM000037	GreenPlants
at5g07040	HOM000013	GreenPlants
at5g07050	HOM000059	GreenPlants
at5g07060	HOM002489	GreenPlants
at5g07070	HOM000044	GreenPlants
at5g07080	HOM000062	LandPlants
at5g07090	HOM000934	GreenPlants
at5g07100	HOM000028	GreenPlants
at5g07110	HOM000472	GreenPlants
at5g07120	HOM002297	GreenPlants
at5g07130	HOM000096	GreenPlants
at5g07140	HOM000027	GreenPlants
at5g07150	HOM000772	LandPlants
at5g07160	HOM000279	GreenPlants
at5g07170	HOM002719	Angiosperms
at5g07180	HOM000002	GreenPlants
at5g07190	HOM001005	GreenPlants
at5g07200	HOM000011	GreenPlants
at5g07210	HOM000176	GreenPlants
at5g07220	HOM000650	LandPlants
at5g07225	HOM000196	GreenPlants
at5g07230	HOM000045	GreenPlants
at5g07240	HOM000725	Angiosperms
at5g07250	HOM000662	GreenPlants
at5g07260	HOM000230	LandPlants
at5g07270	HOM001337	GreenPlants
at5g07280	HOM000002	GreenPlants
at5g07290	HOM000523	GreenPlants
at5g07300	HOM001691	GreenPlants
at5g07310	HOM000010	GreenPlants
at5g07320	HOM000087	GreenPlants
at5g07330	HOM004439	Angiosperms
at5g07340	HOM000409	GreenPlants
at5g07350	HOM002825	GreenPlants
at5g07360	HOM004676	LandPlants
at5g07370	HOM003688	GreenPlants
at5g07380	HOM005276	VascularPlants
at5g07390	HOM000327	GreenPlants
at5g07400	HOM006064	VascularPlants
at5g07410	HOM000034	GreenPlants
at5g07420	HOM000034	GreenPlants
at5g07430	HOM000034	GreenPlants
at5g07440	HOM001179	GreenPlants
at5g07450	HOM000704	GreenPlants
at5g07460	HOM000972	GreenPlants
at5g07470	HOM000972	GreenPlants
at5g07475	HOM000055	LandPlants
at5g07480	HOM000011	GreenPlants
at5g07490	HOM004630	Eudicots
at5g07500	HOM000398	GreenPlants
at5g07510	HOM008586	Arabidopsis
at5g07520	HOM008586	Arabidopsis
at5g07530	HOM008586	Arabidopsis
at5g07540	HOM008586	Arabidopsis
at5g07550	HOM000793	LandPlants
at5g07560	HOM000793	LandPlants
at5g07570	HOM012207	GreenPlants
at5g07571	HOM016030	Arabidopsis
at5g07572	HOM022999	Arabidopsis
at5g07580	HOM000010	GreenPlants
at5g07590	HOM000219	GreenPlants
at5g07600	HOM008586	Arabidopsis
at5g07610	HOM001093	Angiosperms
at5g07620	HOM000063	GreenPlants
at5g07630	HOM004873	GreenPlants
at5g07640	HOM000287	GreenPlants
at5g07650	HOM000701	GreenPlants
at5g07660	HOM002521	GreenPlants
at5g07670	HOM000895	GreenPlants
at5g07680	HOM000018	LandPlants
at5g07690	HOM000007	GreenPlants
at5g07700	HOM000007	GreenPlants
at5g07710	HOM001931	VascularPlants
at5g07720	HOM000584	LandPlants
at5g07730	HOM012134	Eudicots
at5g07740	HOM000701	GreenPlants
at5g07760	HOM000701	GreenPlants
at5g07770	HOM000701	GreenPlants
at5g07780	HOM000701	GreenPlants
at5g07790	HOM012416	Arabidopsis
at5g07800	HOM000653	GreenPlants
at5g07810	HOM002456	GreenPlants
at5g07820	HOM013267	Arabidopsis
at5g07830	HOM001114	LandPlants
at5g07840	HOM005458	LandPlants
at5g07842	HOM023883	AT
at5g07850	HOM000359	VascularPlants
at5g07860	HOM000359	VascularPlants
at5g07870	HOM000359	VascularPlants
at5g07880	HOM002171	LandPlants
at5g07890	HOM006517	LandPlants
at5g07900	HOM000214	VascularPlants
at5g07910	HOM001622	GreenPlants
at5g07920	HOM002318	GreenPlants
at5g07930	HOM000523	GreenPlants
at5g07940	HOM002421	VascularPlants
at5g07950	HOM003919	LandPlants
at5g07960	HOM006598	GreenPlants
at5g07970	HOM002421	VascularPlants
at5g07980	HOM002421	VascularPlants
at5g07990	HOM000005	GreenPlants
at5g08000	HOM000021	GreenPlants
at5g08010	HOM003923	Angiosperms
at5g08020	HOM000713	GreenPlants
at5g08030	HOM002598	GreenPlants
at5g08040	HOM006594	Angiosperms
at5g08050	HOM005747	GreenPlants
at5g08055	HOM009686	Arabidopsis
at5g08060	HOM005813	GreenPlants
at5g08070	HOM000367	LandPlants
at5g08080	HOM000470	GreenPlants
at5g08090	HOM081784	AT
at5g08100	HOM001940	LandPlants
at5g08110	HOM003611	GreenPlants
at5g08120	HOM005012	VascularPlants
at5g08130	HOM001712	LandPlants
at5g08139	HOM000079	GreenPlants
at5g08141	HOM021993	Arabidopsis
at5g08150	HOM025981	Arabidopsis
at5g08160	HOM001983	GreenPlants
at5g08170	HOM001983	GreenPlants
at5g08180	HOM003440	GreenPlants
at5g08185	HOM067158	AT
at5g08190	HOM000225	GreenPlants
at5g08200	HOM002116	GreenPlants
at5g08220	HOM052747	AT
at5g08230	HOM000328	GreenPlants
at5g08240	HOM006506	Rosids
at5g08250	HOM000093	GreenPlants
at5g08260	HOM000054	GreenPlants
at5g08270	HOM004304	GreenPlants
at5g08280	HOM003250	GreenPlants
at5g08290	HOM001582	GreenPlants
at5g08300	HOM001769	GreenPlants
at5g08305	HOM000001	GreenPlants
at5g08310	HOM000003	GreenPlants
at5g08315	HOM009686	Arabidopsis
at5g08320	HOM005980	GreenPlants
at5g08330	HOM000335	LandPlants
at5g08335	HOM001760	GreenPlants
at5g08340	HOM004068	GreenPlants
at5g08350	HOM000377	LandPlants
at5g08360	HOM000665	GreenPlants
at5g08370	HOM000692	GreenPlants
at5g08380	HOM000692	GreenPlants
at5g08390	HOM000090	GreenPlants
at5g08391	HOM000566	LandPlants
at5g08400	HOM002574	GreenPlants
at5g08410	HOM004457	LandPlants
at5g08415	HOM001825	GreenPlants
at5g08420	HOM002582	GreenPlants
at5g08430	HOM000707	LandPlants
at5g08440	HOM001715	LandPlants
at5g08450	HOM002723	GreenPlants
at5g08460	HOM000029	LandPlants
at5g08470	HOM000025	GreenPlants
at5g08480	HOM007716	Rosids
at5g08490	HOM000001	GreenPlants
at5g08500	HOM003700	GreenPlants
at5g08505	HOM029414	Arabidopsis
at5g08510	HOM000001	GreenPlants
at5g08520	HOM000103	GreenPlants
at5g08530	HOM003957	GreenPlants
at5g08535	HOM005974	GreenPlants
at5g08540	HOM005353	GreenPlants
at5g08550	HOM003589	GreenPlants
at5g08560	HOM001955	GreenPlants
at5g08565	HOM003634	GreenPlants
at5g08570	HOM000253	GreenPlants
at5g08580	HOM002677	LandPlants
at5g08590	HOM000044	GreenPlants
at5g08600	HOM001697	GreenPlants
at5g08610	HOM000036	GreenPlants
at5g08620	HOM000036	GreenPlants
at5g08630	HOM003685	LandPlants
at5g08640	HOM000011	GreenPlants
at5g08650	HOM000928	GreenPlants
at5g08660	HOM000924	LandPlants
at5g08670	HOM000211	GreenPlants
at5g08680	HOM000211	GreenPlants
at5g08690	HOM000211	GreenPlants
at5g08695	HOM002497	GreenPlants
at5g08710	HOM000108	GreenPlants
at5g08720	HOM002540	GreenPlants
at5g08730	HOM000466	GreenPlants
at5g08740	HOM005055	GreenPlants
at5g08750	HOM006567	Angiosperms
at5g08760	HOM025966	Arabidopsis
at5g08770	HOM007792	Rosids
at5g08780	HOM009483	Eudicots
at5g08790	HOM000018	LandPlants
at5g09210	HOM003589	GreenPlants
at5g09220	HOM000159	LandPlants
at5g09225	HOM006813	Angiosperms
at5g09230	HOM004689	GreenPlants
at5g09240	HOM001892	GreenPlants
at5g09250	HOM001892	GreenPlants
at5g09260	HOM004381	GreenPlants
at5g09270	HOM006101	LandPlants
at5g09280	HOM000163	LandPlants
at5g09290	HOM000993	GreenPlants
at5g09300	HOM002990	GreenPlants
at5g09310	HOM001499	GreenPlants
at5g09320	HOM002314	GreenPlants
at5g09330	HOM000018	LandPlants
at5g09340	HOM000122	GreenPlants
at5g09350	HOM002586	GreenPlants
at5g09360	HOM000096	GreenPlants
at5g09370	HOM000917	Angiosperms
at5g09380	HOM002893	GreenPlants
at5g09390	HOM003147	GreenPlants
at5g09400	HOM000120	GreenPlants
at5g09410	HOM000647	GreenPlants
at5g09420	HOM001171	GreenPlants
at5g09430	HOM000450	LandPlants
at5g09440	HOM000368	LandPlants
at5g09445	HOM038395	AT
at5g09450	HOM000199	GreenPlants
at5g09460	HOM002746	Rosids
at5g09461	HOM002746	Rosids
at5g09462	HOM103821	AT
at5g09463	HOM097989	AT
at5g09470	HOM000360	GreenPlants
at5g09480	HOM031603	Arabidopsis
at5g09490	HOM000758	GreenPlants
at5g09500	HOM000758	GreenPlants
at5g09510	HOM000758	GreenPlants
at5g09520	HOM007176	Angiosperms
at5g09530	HOM007176	Angiosperms
at5g09540	HOM000138	GreenPlants
at5g09550	HOM001399	GreenPlants
at5g09560	HOM000404	GreenPlants
at5g09570	HOM002435	GreenPlants
at5g09580	HOM002965	LandPlants
at5g09590	HOM000083	GreenPlants
at5g09600	HOM007351	LandPlants
at5g09610	HOM000268	GreenPlants
at5g09620	HOM000420	LandPlants
at5g09630	HOM002484	GreenPlants
at5g09640	HOM000054	GreenPlants
at5g09650	HOM002835	GreenPlants
at5g09660	HOM000688	GreenPlants
at5g09670	HOM001272	GreenPlants
at5g09672	HOM118016	AT
at5g09680	HOM006049	GreenPlants
at5g09690	HOM000373	GreenPlants
at5g09700	HOM000326	LandPlants
at5g09710	HOM000373	GreenPlants
at5g09711	HOM073413	AT
at5g09720	HOM000373	GreenPlants
at5g09730	HOM000326	LandPlants
at5g09740	HOM002433	GreenPlants
at5g09750	HOM000454	LandPlants
at5g09760	HOM000034	GreenPlants
at5g09770	HOM001841	GreenPlants
at5g09780	HOM006252	Rosids
at5g09790	HOM001794	GreenPlants
at5g09800	HOM000047	GreenPlants
at5g09805	HOM014089	Arabidopsis
at5g09810	HOM000179	GreenPlants
at5g09820	HOM006043	GreenPlants
at5g09830	HOM005424	GreenPlants
at5g09840	HOM000672	LandPlants
at5g09850	HOM004010	GreenPlants
at5g09860	HOM004643	GreenPlants
at5g09870	HOM000082	GreenPlants
at5g09876	HOM031195	Arabidopsis
at5g09880	HOM000956	GreenPlants
at5g09890	HOM000076	GreenPlants
at5g09900	HOM002816	GreenPlants
at5g09910	HOM003571	GreenPlants
at5g09920	HOM002563	GreenPlants
at5g09930	HOM000382	GreenPlants
at5g09940	HOM019424	Arabidopsis
at5g09950	HOM000001	GreenPlants
at5g09960	HOM002605	Angiosperms
at5g09970	HOM000005	GreenPlants
at5g09976	HOM067140	AT
at5g09978	HOM025312	Arabidopsis
at5g09980	HOM023842	Arabidopsis
at5g09990	HOM027160	Arabidopsis
at5g09995	HOM002952	GreenPlants
at5g10000	HOM000599	GreenPlants
at5g10010	HOM001087	GreenPlants
at5g10020	HOM000002	GreenPlants
at5g10030	HOM000263	LandPlants
at5g10040	HOM023869	Arabidopsis
at5g10050	HOM000051	GreenPlants
at5g10060	HOM001192	GreenPlants
at5g10070	HOM004568	GreenPlants
at5g10080	HOM000037	GreenPlants
at5g10090	HOM000726	GreenPlants
at5g10100	HOM000487	GreenPlants
at5g10110	HOM006884	Eudicots
at5g10120	HOM000780	LandPlants
at5g10130	HOM001096	Angiosperms
at5g10140	HOM000039	GreenPlants
at5g10150	HOM000796	LandPlants
at5g10160	HOM002378	GreenPlants
at5g10170	HOM002864	GreenPlants
at5g10180	HOM000355	GreenPlants
at5g10190	HOM001061	GreenPlants
at5g10200	HOM001778	LandPlants
at5g10210	HOM006864	Rosids
at5g10220	HOM000320	GreenPlants
at5g10230	HOM000320	GreenPlants
at5g10240	HOM001429	GreenPlants
at5g10250	HOM000092	GreenPlants
at5g10260	HOM000032	GreenPlants
at5g10270	HOM000019	GreenPlants
at5g10280	HOM000007	GreenPlants
at5g10290	HOM000004	GreenPlants
at5g10300	HOM000203	LandPlants
at5g10310	HOM001325	VascularPlants
at5g10320	HOM005300	GreenPlants
at5g10330	HOM001847	GreenPlants
at5g10336	HOM036423	AT
at5g10340	HOM002718	Arabidopsis
at5g10350	HOM001366	GreenPlants
at5g10360	HOM001753	GreenPlants
at5g10370	HOM000130	GreenPlants
at5g10380	HOM000013	GreenPlants
at5g10390	HOM000162	GreenPlants
at5g10400	HOM000162	GreenPlants
at5g10410	HOM000251	GreenPlants
at5g10420	HOM000046	GreenPlants
at5g10430	HOM096429	AT
at5g10440	HOM000240	GreenPlants
at5g10450	HOM000341	GreenPlants
at5g10460	HOM006188	GreenPlants
at5g10470	HOM000030	GreenPlants
at5g10480	HOM001600	GreenPlants
at5g10490	HOM002035	GreenPlants
at5g10500	HOM001664	Angiosperms
at5g10504	HOM100234	AT
at5g10510	HOM000119	GreenPlants
at5g10520	HOM000004	GreenPlants
at5g10530	HOM000041	GreenPlants
at5g10540	HOM001731	GreenPlants
at5g10550	HOM000227	GreenPlants
at5g10560	HOM000326	LandPlants
at5g10570	HOM000641	LandPlants
at5g10580	HOM000638	LandPlants
at5g10590	HOM029036	Arabidopsis
at5g10600	HOM000005	GreenPlants
at5g10605	HOM005295	GreenPlants
at5g10610	HOM000005	GreenPlants
at5g10620	HOM005295	GreenPlants
at5g10625	HOM001239	LandPlants
at5g10630	HOM000248	GreenPlants
at5g10650	HOM000196	GreenPlants
at5g10660	HOM014371	Arabidopsis
at5g10680	HOM000299	GreenPlants
at5g10690	HOM002511	GreenPlants
at5g10695	HOM001916	Angiosperms
at5g10700	HOM004573	GreenPlants
at5g10710	HOM006488	LandPlants
at5g10720	HOM000299	GreenPlants
at5g10730	HOM001751	GreenPlants
at5g10740	HOM000061	GreenPlants
at5g10745	HOM015631	Arabidopsis
at5g10750	HOM000474	GreenPlants
at5g10760	HOM000037	GreenPlants
at5g10770	HOM000037	GreenPlants
at5g10780	HOM004735	GreenPlants
at5g10790	HOM000231	GreenPlants
at5g10800	HOM000288	GreenPlants
at5g10810	HOM000328	GreenPlants
at5g10820	HOM000288	GreenPlants
at5g10830	HOM001771	GreenPlants
at5g10840	HOM000197	GreenPlants
at5g10860	HOM002316	GreenPlants
at5g10870	HOM001302	GreenPlants
at5g10880	HOM001485	GreenPlants
at5g10890	HOM021869	Arabidopsis
at5g10900	HOM000094	GreenPlants
at5g10910	HOM004248	GreenPlants
at5g10920	HOM003719	GreenPlants
at5g10930	HOM000044	GreenPlants
at5g10940	HOM003965	GreenPlants
at5g10946	HOM029430	Arabidopsis
at5g10950	HOM000589	GreenPlants
at5g10960	HOM000310	GreenPlants
at5g10970	HOM000168	LandPlants
at5g10980	HOM000162	GreenPlants
at5g10990	HOM000049	LandPlants
at5g11000	HOM000374	LandPlants
at5g11010	HOM002202	GreenPlants
at5g11020	HOM000004	GreenPlants
at5g11027	HOM060962	AT
at5g11030	HOM004876	LandPlants
at5g11040	HOM004364	GreenPlants
at5g11050	HOM000007	GreenPlants
at5g11060	HOM000298	GreenPlants
at5g11070	HOM015899	Brassicales
at5g11080	HOM002792	LandPlants
at5g11090	HOM000215	GreenPlants
at5g11100	HOM000452	GreenPlants
at5g11110	HOM000910	GreenPlants
at5g11130	HOM000193	GreenPlants
at5g11140	HOM003730	Eudicots
at5g11150	HOM000380	GreenPlants
at5g11160	HOM001105	GreenPlants
at5g11170	HOM000036	GreenPlants
at5g11180	HOM000116	GreenPlants
at5g11190	HOM000010	GreenPlants
at5g11200	HOM000036	GreenPlants
at5g11210	HOM000116	GreenPlants
at5g11220	HOM001129	Angiosperms
at5g11230	HOM000656	GreenPlants
at5g11240	HOM002308	GreenPlants
at5g11250	HOM000008	GreenPlants
at5g11260	HOM002310	GreenPlants
at5g11270	HOM005598	GreenPlants
at5g11280	HOM002381	VascularPlants
at5g11290	HOM000081	Angiosperms
at5g11300	HOM000165	GreenPlants
at5g11310	HOM000003	GreenPlants
at5g11320	HOM000351	GreenPlants
at5g11330	HOM004719	LandPlants
at5g11340	HOM003846	GreenPlants
at5g11350	HOM000715	GreenPlants
at5g11360	HOM000004	GreenPlants
at5g11370	HOM000115	GreenPlants
at5g11380	HOM001049	GreenPlants
at5g11390	HOM000422	GreenPlants
at5g11400	HOM000004	GreenPlants
at5g11410	HOM000004	GreenPlants
at5g11412	HOM000057	GreenPlants
at5g11416	HOM052748	AT
at5g11420	HOM000318	GreenPlants
at5g11425	HOM054779	AT
at5g11430	HOM003294	GreenPlants
at5g11440	HOM006714	Eudicots
at5g11450	HOM005429	GreenPlants
at5g11460	HOM000102	GreenPlants
at5g11470	HOM003478	LandPlants
at5g11480	HOM001899	GreenPlants
at5g11490	HOM001539	GreenPlants
at5g11500	HOM003345	GreenPlants
at5g11510	HOM000007	GreenPlants
at5g11520	HOM000990	GreenPlants
at5g11530	HOM006574	Eudicots
at5g11540	HOM000955	LandPlants
at5g11550	HOM005862	LandPlants
at5g11560	HOM004426	GreenPlants
at5g11570	HOM000031	GreenPlants
at5g11580	HOM000108	GreenPlants
at5g11590	HOM000010	GreenPlants
at5g11600	HOM000193	GreenPlants
at5g11610	HOM000193	GreenPlants
at5g11620	HOM003672	GreenPlants
at5g11630	HOM001684	GreenPlants
at5g11640	HOM005676	GreenPlants
at5g11650	HOM000246	GreenPlants
at5g11660	HOM000151	LandPlants
at5g11670	HOM000507	GreenPlants
at5g11680	HOM005827	GreenPlants
at5g11690	HOM001784	GreenPlants
at5g11700	HOM000567	GreenPlants
at5g11710	HOM001948	GreenPlants
at5g11720	HOM000508	GreenPlants
at5g11730	HOM000186	GreenPlants
at5g11740	HOM098052	AT
at5g11750	HOM001946	GreenPlants
at5g11760	HOM006518	GreenPlants
at5g11770	HOM000211	GreenPlants
at5g11780	HOM003943	LandPlants
at5g11790	HOM001088	GreenPlants
at5g11800	HOM001010	GreenPlants
at5g11810	HOM005734	LandPlants
at5g11820	HOM017764	Arabidopsis
at5g11830	HOM010659	Arabidopsis
at5g11840	HOM002558	GreenPlants
at5g11850	HOM000027	GreenPlants
at5g11860	HOM000506	GreenPlants
at5g11870	HOM002557	LandPlants
at5g11880	HOM001341	GreenPlants
at5g11890	HOM002559	Angiosperms
at5g11900	HOM003913	GreenPlants
at5g11910	HOM000994	GreenPlants
at5g11920	HOM000445	GreenPlants
at5g11930	HOM000149	GreenPlants
at5g11940	HOM000020	GreenPlants
at5g11950	HOM000154	GreenPlants
at5g11960	HOM003998	GreenPlants
at5g11970	HOM000519	GreenPlants
at5g11980	HOM004341	GreenPlants
at5g11990	HOM030417	Arabidopsis
at5g12000	HOM000166	GreenPlants
at5g12010	HOM000527	GreenPlants
at5g12020	HOM000139	GreenPlants
at5g12030	HOM000139	GreenPlants
at5g12040	HOM001586	GreenPlants
at5g12043	HOM075517	AT
at5g12050	HOM021966	Arabidopsis
at5g12060	HOM000686	LandPlants
at5g12070	HOM000686	LandPlants
at5g12080	HOM000708	GreenPlants
at5g12090	HOM000043	GreenPlants
at5g12100	HOM000003	GreenPlants
at5g12110	HOM001471	LandPlants
at5g12120	HOM001278	GreenPlants
at5g12130	HOM004072	GreenPlants
at5g12140	HOM000925	LandPlants
at5g12150	HOM001694	LandPlants
at5g12170	HOM002313	GreenPlants
at5g12180	HOM000014	GreenPlants
at5g12190	HOM004383	GreenPlants
at5g12200	HOM003533	GreenPlants
at5g12210	HOM001670	GreenPlants
at5g12220	HOM004437	GreenPlants
at5g12230	HOM000468	LandPlants
at5g12235	HOM032238	Arabidopsis
at5g12236	HOM075496	AT
at5g12240	HOM006913	Angiosperms
at5g12250	HOM000128	GreenPlants
at5g12260	HOM004978	GreenPlants
at5g12270	HOM000011	GreenPlants
at5g12280	HOM001634	GreenPlants
at5g12290	HOM003413	GreenPlants
at5g12300	HOM001866	VascularPlants
at5g12310	HOM004604	GreenPlants
at5g12320	HOM001188	GreenPlants
at5g12323	HOM073420	AT
at5g12330	HOM000433	LandPlants
at5g12340	HOM002101	Angiosperms
at5g12350	HOM000108	GreenPlants
at5g12360	HOM008686	Eudicots
at5g12370	HOM003800	GreenPlants
at5g12380	HOM000320	GreenPlants
at5g12390	HOM002436	GreenPlants
at5g12400	HOM001698	GreenPlants
at5g12410	HOM004355	GreenPlants
at5g12420	HOM000551	LandPlants
at5g12430	HOM002025	GreenPlants
at5g12440	HOM000730	LandPlants
at5g12450	HOM000206	Eudicots
at5g12460	HOM000407	LandPlants
at5g12470	HOM000901	GreenPlants
at5g12480	HOM000014	GreenPlants
at5g12840	HOM000553	GreenPlants
at5g12850	HOM000398	GreenPlants
at5g12860	HOM001248	GreenPlants
at5g12870	HOM000007	GreenPlants
at5g12880	HOM052719	AT
at5g12890	HOM000016	LandPlants
at5g12900	HOM001911	LandPlants
at5g12910	HOM000162	GreenPlants
at5g12920	HOM006002	GreenPlants
at5g12930	HOM005874	Angiosperms
at5g12940	HOM000002	GreenPlants
at5g12950	HOM001755	GreenPlants
at5g12960	HOM001755	GreenPlants
at5g12970	HOM000234	GreenPlants
at5g12980	HOM001473	GreenPlants
at5g12990	HOM024661	Arabidopsis
at5g13000	HOM000178	GreenPlants
at5g13010	HOM000130	GreenPlants
at5g13020	HOM001108	GreenPlants
at5g13030	HOM001004	GreenPlants
at5g13050	HOM005221	GreenPlants
at5g13060	HOM001700	GreenPlants
at5g13070	HOM005089	LandPlants
at5g13080	HOM000028	GreenPlants
at5g13090	HOM002137	Angiosperms
at5g13100	HOM006165	VascularPlants
at5g13110	HOM000836	GreenPlants
at5g13120	HOM000111	GreenPlants
at5g13130	HOM000776	GreenPlants
at5g13140	HOM003350	Angiosperms
at5g13150	HOM000135	GreenPlants
at5g13160	HOM000004	GreenPlants
at5g13170	HOM000160	GreenPlants
at5g13180	HOM000018	LandPlants
at5g13181	HOM044519	AT
at5g13190	HOM005513	LandPlants
at5g13200	HOM000377	LandPlants
at5g13210	HOM000568	GreenPlants
at5g13220	HOM007358	Angiosperms
at5g13230	HOM000001	GreenPlants
at5g13240	HOM004820	GreenPlants
at5g13250	HOM003499	Angiosperms
at5g13260	HOM000254	GreenPlants
at5g13270	HOM000001	GreenPlants
at5g13280	HOM001363	GreenPlants
at5g13290	HOM000002	GreenPlants
at5g13300	HOM000542	GreenPlants
at5g13310	HOM003914	LandPlants
at5g13320	HOM000291	LandPlants
at5g13330	HOM000010	GreenPlants
at5g13340	HOM000370	GreenPlants
at5g13350	HOM000291	LandPlants
at5g13360	HOM000291	LandPlants
at5g13370	HOM000291	LandPlants
at5g13380	HOM000291	LandPlants
at5g13390	HOM004244	GreenPlants
at5g13400	HOM000031	GreenPlants
at5g13410	HOM004340	GreenPlants
at5g13420	HOM003369	LandPlants
at5g13430	HOM001001	GreenPlants
at5g13440	HOM001001	GreenPlants
at5g13450	HOM004125	GreenPlants
at5g13460	HOM000228	GreenPlants
at5g13470	HOM001540	LandPlants
at5g13480	HOM000090	GreenPlants
at5g13490	HOM000352	GreenPlants
at5g13500	HOM000856	GreenPlants
at5g13510	HOM001896	GreenPlants
at5g13520	HOM004742	GreenPlants
at5g13530	HOM003786	VascularPlants
at5g13550	HOM000355	GreenPlants
at5g13560	HOM001923	Angiosperms
at5g13570	HOM003804	GreenPlants
at5g13580	HOM000033	GreenPlants
at5g13590	HOM002143	GreenPlants
at5g13600	HOM000092	GreenPlants
at5g13610	HOM002527	GreenPlants
at5g13620	HOM001129	Angiosperms
at5g13630	HOM003048	GreenPlants
at5g13640	HOM002341	GreenPlants
at5g13650	HOM001756	GreenPlants
at5g13660	HOM002459	Angiosperms
at5g13670	HOM000059	GreenPlants
at5g13680	HOM003143	GreenPlants
at5g13690	HOM002398	GreenPlants
at5g13700	HOM002600	VascularPlants
at5g13710	HOM001119	GreenPlants
at5g13720	HOM001437	GreenPlants
at5g13730	HOM001089	GreenPlants
at5g13740	HOM000743	GreenPlants
at5g13750	HOM000743	GreenPlants
at5g13760	HOM001450	LandPlants
at5g13770	HOM000003	GreenPlants
at5g13780	HOM001643	GreenPlants
at5g13790	HOM000039	GreenPlants
at5g13800	HOM003676	GreenPlants
at5g13810	HOM000198	GreenPlants
at5g13820	HOM001587	LandPlants
at5g13825	HOM016642	Rosids
at5g13830	HOM006215	GreenPlants
at5g13840	HOM000526	GreenPlants
at5g13850	HOM000001	GreenPlants
at5g13860	HOM002787	GreenPlants
at5g13870	HOM000089	LandPlants
at5g13880	HOM003006	Angiosperms
at5g13890	HOM004960	LandPlants
at5g13900	HOM007123	Eudicots
at5g13910	HOM000010	GreenPlants
at5g13917	HOM081775	AT
at5g13920	HOM007309	Eudicots
at5g13930	HOM000238	LandPlants
at5g13940	HOM000844	GreenPlants
at5g13950	HOM002100	GreenPlants
at5g13960	HOM000281	GreenPlants
at5g13970	HOM003914	LandPlants
at5g13980	HOM000678	GreenPlants
at5g13990	HOM000135	GreenPlants
at5g14000	HOM000018	LandPlants
at5g14010	HOM000168	LandPlants
at5g14011	HOM052716	AT
at5g14020	HOM001741	LandPlants
at5g14030	HOM005044	VascularPlants
at5g14040	HOM001044	GreenPlants
at5g14050	HOM003671	GreenPlants
at5g14060	HOM001363	GreenPlants
at5g14070	HOM000149	GreenPlants
at5g14080	HOM000003	GreenPlants
at5g14090	HOM003921	Eudicots
at5g14100	HOM004844	GreenPlants
at5g14105	HOM004865	GreenPlants
at5g14110	HOM000566	LandPlants
at5g14120	HOM000161	GreenPlants
at5g14130	HOM000012	LandPlants
at5g14140	HOM006430	LandPlants
at5g14150	HOM000318	GreenPlants
